时间,昵称,内容,类型
8/31/2026 20:03,群消息,"-1
""<a href=""weixin://link_profile?username=ydmouse"">尼古拉斯·狗剩㍿</a>""邀请""<a href=""weixin://link_profile?username=wxid_4356763587212"">HIGHER</a>""加入了群聊",未知类型
8/31/2026 20:17,狄迪卫Rex,"你这是什么资本主义雷霆思想。。。社会主义核心价值观丢到哪里去了？1000要还，好几万可是多少人交上去的税收呀[抓狂]
引用：Yutong: 为了1000，还国家好几万，有必要吗",引用消息
8/31/2026 21:42,Yutong,你这是要赶尽杀绝啊[捂脸],文本
8/31/2026 21:55,狄迪卫Rex,耿同学举报了这么多。。才下马了3.4个长江。。。。你这举报都不举报。。。那不是让人民的血白流了吗。。。现在要去查她的论文，直接AI跑一遍数据。等差，等比，小数点后面是不是相同，图片有没有重复使用。。。[害羞],文本
8/31/2026 21:56,Yutong,下马三四个长江已经是学术圈的惊天动地的大事了[旺柴],文本
8/31/2026 21:57,狄迪卫Rex,你装的无知点。。照我说的做[微笑],文本
8/31/2026 21:57,狄迪卫Rex,【表情包】 完了,表情包
8/31/2026 21:57,🌙,没想到，我都回国2年多了，还能在滑雪群吃到瓜,文本
8/31/2026 21:57,🌙,虽然从进群来都是自己去滑雪，没想到，现在拉近了彼此的距离[旺柴],文本
8/31/2026 21:58,狄迪卫Rex,所以我从主动不退群[旺柴],文本
8/31/2026 21:58,狄迪卫Rex,那兄弟现在去哪里滑雪啊。。。回国的时候可以约[旺柴]让我们少背坑一点,文本
8/31/2026 23:24,群消息,"-1
""<a href=""weixin://link_profile?username=wxid_jypw4dhblkgp12"">卫</a>""邀请""<a href=""weixin://link_profile?username=wxid_422saiw985e112"">Yu</a>""加入了群聊",未知类型
8/31/2026 23:30,🌙,"我滑雪水平很烂[Concerned][Concerned][Concerned]
引用：Rex-一男一女-Barrhreaven: 那兄弟现在去哪里滑雪啊。。。回国的时候可以约[旺柴]让我们少背坑一点",引用消息
8/31/2026 23:30,🌙,所以就自己悄悄的随便滑,文本
9/1/2026 11:28,群消息,"-1
""<a href=""weixin://link_profile?username=wxid_73zt1q6uwemi12""> A New Hope</a>""邀请""<a href=""weixin://link_profile?username=wxid_g5cgrxn3ezg221"">孙舒宇 Go! Robert</a>""加入了群聊",未知类型
9/1/2026 15:57,Qiao er,问下大家，群里有没有叫huangziyang 的？或认识的？,文本
9/1/2026 19:48,群消息,"-1
你邀请""<a href=""weixin://link_profile?username=wxid_9jsuujufrcmi11"">Jenny 王晓凡</a>""加入了群聊  ",未知类型
9/2/2026 17:54,尼古拉斯·狗剩㍿,@哈货 还是没给你？,文本
9/2/2026 18:00,哈货,"是的，这人嘴上说着要找靠谱中间人去担保，实际上每次提到当面去银行拿着id证实，她就不吱声，生怕一证实了她就不得不给钱
引用：尼古拉斯·狗剩㍿: @哈货 还是没给你？",引用消息
9/2/2026 18:40,NH2S, 呵呵了 我主要是觉得好晦气啊,文本
9/2/2026 18:42,NH2S,我都觉得你制造纠纷持续骚扰我吗？,文本
9/2/2026 18:42,NH2S,你不是已经通过正规途径处理了 ,文本
9/2/2026 18:42,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/2/2026 18:46,NH2S, 你有没有觉得你的逻辑有问题啊,文本
9/2/2026 18:47,NH2S,你已经找银行申请了撤回 ,文本
9/2/2026 18:47,NH2S,你找我没有任何理由,文本
9/2/2026 18:52,Denshen,好力竭啊 为啥所有人都能看懂就你看不懂,文本
9/2/2026 18:53,NH2S, 我是真心觉得靠近sb就会不幸 ,文本
9/2/2026 18:53,NH2S,不论对你 还是对我,文本
9/2/2026 18:53,NH2S,"因为你年纪小
引用：Dishen 单板教练 雪板打蜡: 好力竭啊 为啥所有人都能看懂就你看不懂",引用消息
9/2/2026 18:53,PP,"因为你教不醒一个装睡的sb
引用：Dishen 单板教练 雪板打蜡: 好力竭啊 为啥所有人都能看懂就你看不懂",引用消息
9/2/2026 18:53,NH2S,那咱们互相离得远一点,文本
9/2/2026 18:54,NH2S,我真的接受不了,文本
9/2/2026 18:54,Ji🍑🍨,小姐姐，他说的很清楚了，银行没有申请撤回这回事,文本
9/2/2026 18:54,NH2S,当哈货和zhao yutong搅和在一起的那一刻,文本
9/2/2026 18:55,NH2S,就没有私下解决的空间了,文本
9/2/2026 18:55,Yutong,[旺柴]我举报已经提交了,文本
9/2/2026 18:55,NH2S,"我不知道 那是他的问题
引用：Ji🍑🍨: 小姐姐，他说的很清楚了，银行没有申请撤回这回事",引用消息
9/2/2026 18:55,NH2S,我没办法验证,文本
9/2/2026 18:55,NH2S,我叫他去找个靠谱的人,文本
9/2/2026 18:55,NH2S,他去找个zyt,文本
9/2/2026 18:56,Yutong,Ircc的举报也上了,文本
9/2/2026 18:57,NH2S,请看,文本
9/2/2026 18:58,NH2S,我应该多修炼,文本
9/2/2026 18:58,NH2S,是我错了,文本
9/2/2026 18:59,Yutong,呦,文本
9/2/2026 19:00,Yutong,有谁想联名举报欢迎私信我,文本
9/2/2026 19:00,NH2S,"你站在我的角度出发 能和 一个性骚扰 敲诈勒索威胁 开盒 的人说话 我已经很能忍了
引用：Ji🍑🍨: 小姐姐，他说的很清楚了，银行没有申请撤回这回事",引用消息
9/2/2026 19:00,NH2S,你猜我为啥愿意和他说话呢,文本
9/2/2026 19:01,NH2S,我想他应该不懂,文本
9/2/2026 19:01,狄迪卫Rex,你也可以报警啊。。。他威胁你这不是微信聊天记录都是证据吗,文本
9/2/2026 19:01,Qiao er,"@NH2S @NH2S 嗨，您好。
我来当案例看看哈
1.您的账户里多了1000刀是事实吧。
2.给你转帐的账户联系人，您是之前认识接触过的吧。

那这个还有什么无法核实身份呢。

理论上您账户里多了一笔飞来的横财，别人不知道。

但是有个熟人跟您说，是打错款了。您就立马退回就是了。

这不是正常人的逻辑吗？

对不。

如果您担心资金来源，您可以报警。",文本
9/2/2026 19:02,Denshen,我竟然还有这人微信 拉黑了 大家也小心吧 别沾上因果,文本
9/2/2026 19:02,Yutong,"你再无事生非，我可开盒了[旺柴]
引用：NH2S: 你站在我的角度出发 能和 一个性骚扰 敲诈勒索威胁 开盒 的人说话 我已经很能忍了",引用消息
9/2/2026 19:02,Qiao er,"@NH2S 人家去银行了，银行说了，无法撤回。只能你转。

那您可以去银行让他们把这钱原路转回。这样您也保护了自己。",文本
9/2/2026 19:03,狄迪卫Rex,@Yutong 开盒好像是真犯法吧，你别把自己弄进去了,文本
9/2/2026 19:03,Qiao er,对不。小姑娘。不是自己钱，躺自己账户里，它不踏实啊，它。,文本
9/2/2026 19:03,Yutong,她都不怕，我怕？,文本
9/2/2026 19:04,狄迪卫Rex,说不定有心人就等着你给机会呢。。。,文本
9/2/2026 19:04,狄迪卫Rex,不是怕。。是不值得,文本
9/2/2026 19:04,Yutong,她都开始耍流氓了,文本
9/2/2026 19:04,Ji🍑🍨,"我站在你的角度，我会给银行打个电话确认无法撤回，我会把钱转给人家
引用：NH2S: 你站在我的角度出发 能和 一个性骚扰 敲诈勒索威胁 开盒 的人说话 我已经很能忍了",引用消息
9/2/2026 19:05,狄迪卫Rex,所以你才要冷静啊,文本
9/2/2026 19:05,周豪,"银行的debit转款不可能撤回这是常识，只有credit card扣款有机会，只能说有的人千把块钱良心、名誉就给卖了
引用：Qiao_er: @NH2S 人家去银行了，银行说了，无法撤回。只能你转。

那您可以去银行让他们把这钱原路转回。这样您也保护了自己。",引用消息
9/2/2026 19:05,周豪,要出卖自己良心、名誉好歹卖个高一点的价格,文本
9/2/2026 19:05,NH2S,？？？,文本
9/2/2026 19:05,Yutong,"她会恨卖的不够多
引用：周豪: 银行的debit转款不可能撤回这是常识，只有credit card扣款有机会，只能说有的人千把块钱良心、名誉就给卖了",引用消息
9/2/2026 19:06,NH2S,可能大家就是无法沟通,文本
9/2/2026 19:06,NH2S,请通过银行途径解决吧,文本
9/2/2026 19:06,狄迪卫Rex,当你觉得所有人都在逆行的时候。。。[皱眉],文本
9/2/2026 19:07,周豪,感恩加拿大是法治社会吧 ,文本
9/2/2026 19:07,NH2S,或者目的不是钱是继续纠缠骚扰？,文本
9/2/2026 19:08,Qiao er,@NH2S 麻烦请您回答下，人家租过你雪卡吗。之前给您转过账吗？,文本
9/2/2026 19:09,周豪,在南边的邻居可能就是吃花生米了,文本
9/2/2026 19:09,NH2S,太可怕了,文本
9/2/2026 19:09,NH2S,你越这么说,文本
9/2/2026 19:09,NH2S,我真是越害怕,文本
9/2/2026 19:10,狄迪卫Rex,那你快报警吧。。。警察直接过来核实双方身份呢,文本
9/2/2026 19:10,A New Hope,找到所有受害人，法庭联合起诉才会有结果,文本
9/2/2026 19:10,Yutong,有道理,文本
9/2/2026 19:11,狄迪卫Rex,小额法庭就行了，就是麻烦,文本
9/2/2026 19:11,NH2S,欢迎合法途径解决,文本
9/2/2026 19:11,谷邓怡舟,姐妹，你可以自己去银行验证下，不需要见面，你帐户上多了一千，是自己动动手指就能看得见的。不用一直在自己的逻辑里面反复循环，关键没解决问题的。你要是怕人家骚扰你你可以拉黑，要是靠近你性骚扰了可以报警，这边是有限制令的，你不用怕姐妹，要是真的性骚扰了，这边警察会管的,文本
9/2/2026 19:11,NH2S,zyt嚣张得不行 天天让我上庭告他,文本
9/2/2026 19:12,NH2S,现在还在持续骚扰,文本
9/2/2026 19:12,NH2S,找各种理由,文本
9/2/2026 19:12,Yutong,你在那儿跳，不怕摔死吗？,文本
9/2/2026 19:13,狄迪卫Rex,@Yutong 要是回国气不过。。。其实去复旦门口实名拉横幅。。这个估计20分钟就能在抖音上爆了,文本
9/2/2026 19:13,A New Hope,"@NH2S 因为你一直在污蔑他不是吗？亏心的人怕被告嘛
引用：NH2S: zyt嚣张得不行 天天让我上庭告他",引用消息
9/2/2026 19:13,Yutong,复旦又治不了她,文本
9/2/2026 19:13,Yutong,没事，有的是招,文本
9/2/2026 19:14,狄迪卫Rex,抖音爆了，简历都过不了AI那关的,文本
9/2/2026 19:14,NH2S,你是爱上我了怎么的,文本
9/2/2026 19:14,NH2S,费老劲儿呢,文本
9/2/2026 19:14,NH2S,你个坦克 我真的对你没兴趣,文本
9/2/2026 19:14,NH2S,你再费心机 我也不会和你产生联系,文本
9/2/2026 19:15,NH2S,有时候不想报警是真的觉得必须和sb离得远一些,文本
9/2/2026 19:16,NH2S,在无人区,文本
9/2/2026 19:16,A New Hope,各位有福了，现场版贼喊捉贼。这戏码一般可不常见,文本
9/2/2026 19:16,NH2S,算了 我不说了,文本
9/2/2026 19:17,NH2S,又不是没人认识zyt,文本
9/2/2026 19:17,狄迪卫Rex,生命都受到威胁了，不报警反而只要求远离加害人[微笑]逻辑满分,文本
9/2/2026 19:17,NH2S,他长那样 说我骚扰他？,文本
9/2/2026 19:17,A New Hope,又要丑丑隐身了呢,文本
9/2/2026 19:17,NH2S,我也丑,文本
9/2/2026 19:17,NH2S,但不至于你懂吗,文本
9/2/2026 19:17,NH2S,就我这种丑逼 能不能离我远一点,文本
9/2/2026 19:18,Yutong,【图片】,图片
9/2/2026 19:18,A New Hope,【图片】,图片
9/2/2026 19:18,NH2S,求你了,文本
9/2/2026 19:18,Yutong,来来来,文本
9/2/2026 19:18,A New Hope,"确实
引用：NH2S: 就我这种丑逼 能不能离我远一点",引用消息
9/2/2026 19:18,Yutong,整活,文本
9/2/2026 19:18,哈货,"乐
引用：NH2S: 他去找个zyt",引用消息
9/2/2026 19:18,哈货,我连yutong的微信都没有,文本
9/2/2026 19:18,哈货,你自以为我们早就排演好了,文本
9/2/2026 19:19,哈货,实际都是你自己到处造孽引得大家都来说你,文本
9/2/2026 19:19,NH2S,是哦 ,文本
9/2/2026 19:19,NH2S,那你通过合法途径解决好吗,文本
9/2/2026 19:19,哈货,我都不知道你哪来这么多臆想,文本
9/2/2026 19:19,NH2S,你知不知道 你的行为是骚扰,文本
9/2/2026 19:20,A New Hope,"你知不知道 你的行为是诈骗
引用：NH2S: 你知不知道 你的行为是骚扰",引用消息
9/2/2026 19:20,哈货,叫你还钱是骚扰乐死我了,文本
9/2/2026 19:20,哈货,她这是不当得利,文本
9/2/2026 19:20,狄迪卫Rex,这是她吗。。。这不和yutong一样都是普通人长相吗。。[微笑]哪里来的优越感。。。在有限的范围内，最大程度的为难其他人[微笑],文本
9/2/2026 19:20,NH2S,求求你了 ,文本
9/2/2026 19:23,Yutong,哦对了我们准备整个集体诉讼，任何她欠钱的人都欢迎联系我,文本
9/2/2026 19:23,NH2S,"是 我特别丑
引用：Rex-一男一女-Barrhreaven: 这是她吗。。。这不和yutong一样都是普通人长相吗。。[微笑]哪里来的优越感。。。在有限的范围内，最大程度的为难其他人[微笑]",引用消息
9/2/2026 19:23,NH2S,求你别再纠缠我,文本
9/2/2026 19:25,Yutong,一个花了3年读了一年master 的人，智商和情商大概也真的不够用,文本
9/2/2026 19:26,NH2S,对 我很蠢,文本
9/2/2026 19:26,NH2S,求你别再纠缠我,文本
9/2/2026 19:27,Yutong,谁特么纠缠了，我跟Ircc和csc的问题，又不是跟你的问题,文本
9/2/2026 19:27,NH2S,是,文本
9/2/2026 19:27,NH2S,您都对,文本
9/2/2026 19:27,NH2S,您最牛,文本
9/2/2026 19:27,NH2S,您最帅,文本
9/2/2026 19:27,NH2S,您最棒,文本
9/2/2026 19:27,NH2S,你最强,文本
9/2/2026 19:27,NH2S,您最聪明机智,文本
9/2/2026 19:27,Yutong,你都离开医院了，还装在医院[旺柴],文本
9/2/2026 19:28,Yutong,继续装,文本
9/2/2026 19:28,NH2S,对呢,文本
9/2/2026 19:28,Yutong,装大尾巴狼[旺柴],文本
9/2/2026 19:28,NH2S,您说得都对,文本
9/2/2026 19:28,NH2S,谢谢您,文本
9/2/2026 19:28,NH2S,谢谢您这么关心我,文本
9/2/2026 19:28,NH2S,我何德何能,文本
9/2/2026 19:29,NH2S,求您把我放了吧,文本
9/2/2026 19:29,Yutong,这点子是chatgpt 想的？,文本
9/2/2026 19:29,NH2S,您24小时监控我这样一个又丑又蠢的人,文本
9/2/2026 19:29,NH2S,多费心了,文本
9/2/2026 19:29,NH2S,我不配,文本
9/2/2026 19:29,Yutong,你的token 质量有点差啊,文本
9/2/2026 19:29,NH2S,我不值得,文本
9/2/2026 19:29,Yutong,是买不起吗,文本
9/2/2026 19:29,NH2S,是 我太穷了,文本
9/2/2026 19:30,NH2S,您放过我吧,文本
9/2/2026 19:30,NH2S,我又丑又蠢又穷,文本
9/2/2026 19:30,Mycena,@NH2S 这位女生 都闹到这一步了你是何必呢 你工作pr都不在意吗 ？正常人都知道幸福者退让，钱还给人家就完事了，更何况这件事你还是过错方…… 为啥要为难自己呢,文本
9/2/2026 19:30,NH2S,不陪您的关注,文本
9/2/2026 19:30,Yutong,她没工作[旺柴],文本
9/2/2026 19:30,,"""NH2S  NH2S"" 撤回了一条消息",系统消息
9/2/2026 19:30,Mycena,【表情包】 ,表情包
9/2/2026 19:30,Yutong,pr 不在意我是没想到,文本
9/2/2026 19:31,NH2S,那还不是因为您,文本
9/2/2026 19:31,NH2S,我真的,文本
9/2/2026 19:31,NH2S,不配和您在同一片土地上,文本
9/2/2026 19:31,NH2S,求您放过我吧,文本
9/2/2026 19:31,NH2S,求您了,文本
9/2/2026 19:31,Yutong,没事，有我在，你走不过硕博项目[旺柴],文本
9/2/2026 19:31,NH2S,求求您了,文本
9/2/2026 19:31,NH2S,我的错,文本
9/2/2026 19:31,NH2S,是,文本
9/2/2026 19:31,NH2S,对,文本
9/2/2026 19:31,NH2S,我在国内都活不下去了,文本
9/2/2026 19:31,Yutong,放不过，不好意思[旺柴],文本
9/2/2026 19:31,NH2S,您还要去复旦找我呢,文本
9/2/2026 19:32,NH2S,您孙宇晨吗,文本
9/2/2026 19:32,NH2S,我记得你在车上跟我说你要找代孕,文本
9/2/2026 19:32,NH2S,我想不可能找我吧,文本
9/2/2026 19:32,Yutong,？？？,文本
9/2/2026 19:32,NH2S,我又蠢又穷又丑,文本
9/2/2026 19:32,Yutong,你给我钱我都不用你,文本
9/2/2026 19:33,NH2S,无人区你中途停车,文本
9/2/2026 19:33,Yutong,我都说过两遍了,文本
9/2/2026 19:33,NH2S,找理由让我和您睡大通铺,文本
9/2/2026 19:33,NH2S,应该也是..,文本
9/2/2026 19:33,NH2S,哎 我猪脑转不过来,文本
9/2/2026 19:33,沧浪渔父,别刷了 这个群没屏蔽,文本
